Date,Position,Teams,Players
"CS:GO World ranking on November 25th, 2019",#30,ATK(52 points),Sonic JT floppy motm oSee
"CS:GO World ranking on October 28th, 2019",#1,Evil Geniuses(906 points),stanislaw tarik Brehze Ethan CeRq
"CS:GO World ranking on October 28th, 2019",#2,Astralis(876 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on October 28th, 2019",#3,fnatic(733 points),flusha JW KRIMZ Golden Brollan
"CS:GO World ranking on October 28th, 2019",#4,Liquid(669 points),nitr0 NAF EliGE Stewie2K Twistzz
"CS:GO World ranking on October 28th, 2019",#5,Vitality(476 points),shox RpK apEX ALEX ZywOo
"CS:GO World ranking on October 28th, 2019",#6,AVANGAR(435 points),AdreN SANJI buster Qikert Jame
"CS:GO World ranking on October 28th, 2019",#7,Renegades(393 points),jks AZR jkaem Gratisfaction Liazz
"CS:GO World ranking on October 28th, 2019",#8,FURIA(359 points),HEN1 arT yuurih VINI KSCERATO
"CS:GO World ranking on October 28th, 2019",#9,MOUZ(342 points),karrigan chrisJ woxic frozen ropz
"CS:GO World ranking on October 28th, 2019",#10,Natus Vincere(281 points),GuardiaN flamie s1mple electronic Boombl4
"CS:GO World ranking on October 28th, 2019",#11,G2(280 points),JaCkz huNter- kennyS AmaNEk nexa
"CS:GO World ranking on October 28th, 2019",#12,NIP(272 points),f0rest twist Lekr0 REZ Plopski
"CS:GO World ranking on October 28th, 2019",#13,ENCE(268 points),allu Aerial suNny xseveN sergej
"CS:GO World ranking on October 28th, 2019",#14,MIBR(242 points),FalleN kNgV- fer LUCAS1 TACO
"CS:GO World ranking on October 28th, 2019",#15,forZe(167 points),facecrack almazer FL1T xsepower Jerry
"CS:GO World ranking on October 28th, 2019",#16,CR4ZY(150 points),emi LETN1 ottoNd SHiPZ EspiranTo
"CS:GO World ranking on October 28th, 2019",#17,Heroic(148 points),Snappi cadiaN es3tag b0RUP stavn
"CS:GO World ranking on October 28th, 2019",#18,Grayhound(139 points),Sico dexter INS malta DickStacy
"CS:GO World ranking on October 28th, 2019",#19,Tricked(136 points),HUNDEN Bubzkji acoR sjuush roeJ
"CS:GO World ranking on October 28th, 2019",#20,North(117 points),cajunb aizy Kjaerbye JUGi gade
"CS:GO World ranking on October 28th, 2019",#21,FaZe(114 points),olofmeister NiKo rain coldzera broky
"CS:GO World ranking on October 28th, 2019",#22,Virtus.pro(74 points),Snax MICHU snatchie phr Vegi
"CS:GO World ranking on October 28th, 2019",#23,Illuminar(68 points),innocent reatz oskarish mono STOMP
"CS:GO World ranking on October 28th, 2019",#24,BIG(67 points),tabseN tiziaN nex XANTARES smooya
"CS:GO World ranking on October 28th, 2019",#25,Sprout(67 points),syrsoN Spiidi denis k1to faveN
"CS:GO World ranking on October 28th, 2019",#26,Aristocracy(62 points),TaZ MINISE rallen mouz dycha
"CS:GO World ranking on October 28th, 2019",#27,Sharks(55 points),exit leo_drk jnt meyern Luken
"CS:GO World ranking on October 28th, 2019",#28,Envy(53 points),FugLy ANDROID Nifty ryann s0m
"CS:GO World ranking on October 28th, 2019",#29,Hard Legion(52 points),kinqie svyat Krad speed4k Forester
"CS:GO World ranking on October 28th, 2019",#30,HAVU(45 points),sAw ZOREE sLowi doto hoody
"CS:GO World ranking on September 30th, 2019",#1,Liquid(862 points),nitr0 NAF EliGE Stewie2K Twistzz
"CS:GO World ranking on September 30th, 2019",#2,Astralis(774 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on September 30th, 2019",#3,Evil Geniuses(672 points),stanislaw tarik Brehze Ethan CeRq
"CS:GO World ranking on September 30th, 2019",#4,AVANGAR(449 points),AdreN SANJI buster Qikert Jame
"CS:GO World ranking on September 30th, 2019",#5,Vitality(376 points),shox RpK apEX ALEX ZywOo
"CS:GO World ranking on September 30th, 2019",#6,ENCE(308 points),allu Aerial suNny xseveN sergej
"CS:GO World ranking on September 30th, 2019",#7,G2(249 points),JaCkz kioShiMa kennyS AmaNEk Lucky
"CS:GO World ranking on September 30th, 2019",#8,MOUZ(248 points),karrigan chrisJ woxic frozen ropz
"CS:GO World ranking on September 30th, 2019",#9,Renegades(237 points),jks AZR jkaem Gratisfaction Liazz
"CS:GO World ranking on September 30th, 2019",#10,Natus Vincere(220 points),GuardiaN flamie s1mple electronic Boombl4
"CS:GO World ranking on September 30th, 2019",#11,MIBR(178 points),FalleN kNgV- fer LUCAS1 TACO
"CS:GO World ranking on September 30th, 2019",#12,North(152 points),aizy Kjaerbye JUGi gade valde
"CS:GO World ranking on September 30th, 2019",#13,FURIA(152 points),HEN1 arT yuurih VINI KSCERATO
"CS:GO World ranking on September 30th, 2019",#14,forZe(151 points),facecrack almazer FL1T xsepower Jerry
"CS:GO World ranking on September 30th, 2019",#15,FaZe(144 points),olofmeister NiKo rain coldzera broky
"CS:GO World ranking on September 30th, 2019",#16,CR4ZY(144 points),huNter- LETN1 nexa ottoNd EspiranTo
"CS:GO World ranking on September 30th, 2019",#17,NIP(142 points),f0rest twist Lekr0 REZ Plopski
"CS:GO World ranking on September 30th, 2019",#18,Tricked(125 points),HUNDEN Bubzkji acoR sjuush roeJ
"CS:GO World ranking on September 30th, 2019",#19,OpTic(86 points),cajunb MSL k0nfig niko TeSeS
"CS:GO World ranking on September 30th, 2019",#20,Virtus.pro(85 points),Snax MICHU snatchie phr Vegi
"CS:GO World ranking on September 30th, 2019",#21,BIG(76 points),tabseN tiziaN nex XANTARES smooya
"CS:GO World ranking on September 30th, 2019",#22,DreamEaters(75 points),kinqie svyat Krad speed4k Forester
"CS:GO World ranking on September 30th, 2019",#23,fnatic(67 points),flusha JW KRIMZ Golden Brollan
"CS:GO World ranking on September 30th, 2019",#24,Illuminar(66 points),innocent reatz oskarish mono STOMP
"CS:GO World ranking on September 30th, 2019",#25,Aristocracy(59 points),TaZ MINISE rallen mouz dycha
"CS:GO World ranking on September 30th, 2019",#26,Sprout(57 points),syrsoN Spiidi denis k1to faveN
"CS:GO World ranking on September 30th, 2019",#27,Cloud9(56 points),mixwell daps autimatic koosta TenZ
"CS:GO World ranking on September 30th, 2019",#28,Grayhound(56 points),Sico dexter INS malta DickStacy
"CS:GO World ranking on September 30th, 2019",#29,Sharks(52 points),exit leo_drk jnt meyern Luken
"CS:GO World ranking on September 30th, 2019",#30,GamerLegion(47 points),dennis hampus RuStY nawwk
"CS:GO World ranking on August 26th, 2019",#1,Liquid(1000 points),nitr0 NAF EliGE Stewie2K Twistzz
"CS:GO World ranking on August 26th, 2019",#2,Vitality(472 points),NBK- RpK apEX ALEX ZywOo
"CS:GO World ranking on August 26th, 2019",#3,Astralis(361 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on August 26th, 2019",#4,ENCE(328 points),allu Aerial xseveN Aleksib sergej
"CS:GO World ranking on August 26th, 2019",#5,NRG(294 points),stanislaw tarik Brehze Ethan CeRq
"CS:GO World ranking on August 26th, 2019",#6,Natus Vincere(272 points),Zeus flamie s1mple electronic Boombl4
"CS:GO World ranking on August 26th, 2019",#7,FaZe(263 points),NEO olofmeister GuardiaN NiKo rain
"CS:GO World ranking on August 26th, 2019",#8,G2(245 points),JaCkz shox kennyS AmaNEk Lucky
"CS:GO World ranking on August 26th, 2019",#9,MOUZ(231 points),karrigan chrisJ woxic frozen ropz
"CS:GO World ranking on August 26th, 2019",#10,FURIA(211 points),arT yuurih VINI KSCERATO ableJ
"CS:GO World ranking on August 26th, 2019",#11,North(169 points),aizy Kjaerbye JUGi gade valde
"CS:GO World ranking on August 26th, 2019",#12,NIP(147 points),f0rest GeT_RiGhT Lekr0 REZ Plopski
"CS:GO World ranking on August 26th, 2019",#13,MIBR(136 points),FalleN zews fer LUCAS1 TACO
"CS:GO World ranking on August 26th, 2019",#14,Heroic(118 points),friberg es3tag b0RUP stavn blameF
"CS:GO World ranking on August 26th, 2019",#15,CR4ZY(118 points),huNter- LETN1 nexa ottoNd EspiranTo
"CS:GO World ranking on August 26th, 2019",#16,fnatic(81 points),JW KRIMZ Brollan
"CS:GO World ranking on August 26th, 2019",#17,Renegades(78 points),jks AZR jkaem Gratisfaction Liazz
"CS:GO World ranking on August 26th, 2019",#18,Grayhound(70 points),Sico dexter erkaSt malta DickStacy
"CS:GO World ranking on August 26th, 2019",#19,DreamEaters(70 points),kinqie svyat Krad speed4k Forester
"CS:GO World ranking on August 26th, 2019",#20,AVANGAR(67 points),AdreN SANJI buster Qikert Jame
"CS:GO World ranking on August 26th, 2019",#21,Cloud9(63 points),mixwell daps autimatic koosta TenZ
"CS:GO World ranking on August 26th, 2019",#22,forZe(63 points),facecrack almazer FL1T xsepower Jerry
"CS:GO World ranking on August 26th, 2019",#23,OpTic(61 points),cajunb MSL k0nfig niko TeSeS
"CS:GO World ranking on August 26th, 2019",#24,Tricked(50 points),HUNDEN Bubzkji acoR sjuush roeJ
"CS:GO World ranking on August 26th, 2019",#25,Windigo(50 points),bubble Calyx hAdji SHiPZ poizon
"CS:GO World ranking on August 26th, 2019",#26,BIG(49 points),tabseN tiziaN nex XANTARES smooya
"CS:GO World ranking on August 26th, 2019",#27,Complexity(48 points),ShahZaM dephh Rickeh SicK oBo
"CS:GO World ranking on August 26th, 2019",#28,GamerLegion(47 points),dennis ScreaM HS hampus nawwk
"CS:GO World ranking on August 26th, 2019",#29,Syman(44 points),t0rick Ramz1kBO$$ neaLaN Keoz Perfecto
"CS:GO World ranking on August 26th, 2019",#30,Virtus.pro(41 points),Snax MICHU snatchie phr Vegi
"CS:GO World ranking on July 29th, 2019",#1,Liquid(1000 points),nitr0 NAF EliGE Stewie2K Twistzz
"CS:GO World ranking on July 29th, 2019",#2,Vitality(472 points),NBK- RpK apEX ALEX ZywOo
"CS:GO World ranking on July 29th, 2019",#3,Astralis(383 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on July 29th, 2019",#4,ENCE(357 points),allu Aerial xseveN Aleksib sergej
"CS:GO World ranking on July 29th, 2019",#5,NRG(298 points),stanislaw tarik Brehze Ethan CeRq
"CS:GO World ranking on July 29th, 2019",#6,FaZe(259 points),NEO olofmeister GuardiaN NiKo rain
"CS:GO World ranking on July 29th, 2019",#7,Natus Vincere(247 points),Zeus flamie s1mple electronic Boombl4
"CS:GO World ranking on July 29th, 2019",#8,G2(238 points),JaCkz shox kennyS AmaNEk Lucky
"CS:GO World ranking on July 29th, 2019",#9,FURIA(228 points),arT yuurih VINI KSCERATO ableJ
"CS:GO World ranking on July 29th, 2019",#10,MOUZ(215 points),karrigan chrisJ woxic frozen ropz
"CS:GO World ranking on July 29th, 2019",#11,NIP(161 points),f0rest GeT_RiGhT Lekr0 REZ Plopski
"CS:GO World ranking on July 29th, 2019",#12,North(157 points),aizy Kjaerbye JUGi gade valde
"CS:GO World ranking on July 29th, 2019",#13,fnatic(143 points),Xizt JW twist KRIMZ Brollan
"CS:GO World ranking on July 29th, 2019",#14,MIBR(141 points),FalleN zews fer LUCAS1 TACO
"CS:GO World ranking on July 29th, 2019",#15,Heroic(132 points),friberg es3tag NaToSaphiX stavn blameF
"CS:GO World ranking on July 29th, 2019",#16,CR4ZY(98 points),huNter- LETN1 nexa ottoNd EspiranTo
"CS:GO World ranking on July 29th, 2019",#17,Renegades(78 points),jks AZR jkaem Gratisfaction Liazz
"CS:GO World ranking on July 29th, 2019",#18,Tricked(67 points),HUNDEN Bubzkji b0RUP acoR sjuush
"CS:GO World ranking on July 29th, 2019",#19,OpTic(64 points),MSL k0nfig niko refrezh TeSeS
"CS:GO World ranking on July 29th, 2019",#20,Cloud9(63 points),mixwell daps autimatic koosta TenZ
"CS:GO World ranking on July 29th, 2019",#21,Sprout(57 points),syrsoN Spiidi mirbit k1to faveN
"CS:GO World ranking on July 29th, 2019",#22,forZe(53 points),facecrack almazer FL1T xsepower Jerry
"CS:GO World ranking on July 29th, 2019",#23,BIG(52 points),gob b tabseN tiziaN denis XANTARES
"CS:GO World ranking on July 29th, 2019",#24,GamerLegion(52 points),dennis ScreaM HS hampus nawwk
"CS:GO World ranking on July 29th, 2019",#25,Grayhound(50 points),Sico dexter erkaSt malta DickStacy
"CS:GO World ranking on July 29th, 2019",#26,Complexity(49 points),ShahZaM dephh Rickeh SicK oBo
"CS:GO World ranking on July 29th, 2019",#27,Spirit(47 points),chopper S0tF1k COLDYY1 sdy iDISBALANCE
"CS:GO World ranking on July 29th, 2019",#28,Windigo(45 points),bubble Calyx hAdji SHiPZ poizon
"CS:GO World ranking on July 29th, 2019",#29,Ancient(42 points),draken disco doplan freddieb RuStY grux
"CS:GO World ranking on July 29th, 2019",#30,Virtus.pro(41 points),Snax MICHU snatchie phr Vegi
"CS:GO World ranking on June 24th, 2019",#1,Liquid(1000 points),nitr0 NAF EliGE Stewie2K Twistzz
"CS:GO World ranking on June 24th, 2019",#2,Astralis(534 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on June 24th, 2019",#3,ENCE(514 points),allu Aerial xseveN Aleksib sergej
"CS:GO World ranking on June 24th, 2019",#4,Vitality(512 points),NBK- RpK apEX ALEX ZywOo
"CS:GO World ranking on June 24th, 2019",#5,NRG(360 points),stanislaw tarik Brehze Ethan CeRq
"CS:GO World ranking on June 24th, 2019",#6,FaZe(349 points),NEO olofmeister GuardiaN NiKo rain
"CS:GO World ranking on June 24th, 2019",#7,FURIA(327 points),arT yuurih VINI KSCERATO ableJ
"CS:GO World ranking on June 24th, 2019",#8,G2(305 points),JaCkz shox kennyS AmaNEk Lucky
"CS:GO World ranking on June 24th, 2019",#9,MIBR(292 points),FalleN fer coldzera TACO felps
"CS:GO World ranking on June 24th, 2019",#10,fnatic(281 points),Xizt JW twist KRIMZ Brollan
"CS:GO World ranking on June 24th, 2019",#11,North(276 points),aizy Kjaerbye JUGi gade valde
"CS:GO World ranking on June 24th, 2019",#12,MOUZ(269 points),karrigan chrisJ woxic frozen ropz
"CS:GO World ranking on June 24th, 2019",#13,Natus Vincere(243 points),Zeus flamie s1mple electronic Boombl4
"CS:GO World ranking on June 24th, 2019",#14,NIP(204 points),f0rest GeT_RiGhT Lekr0 REZ Plopski
"CS:GO World ranking on June 24th, 2019",#15,Renegades(169 points),jks AZR jkaem Gratisfaction Liazz
"CS:GO World ranking on June 24th, 2019",#16,CR4ZY(116 points),huNter- LETN1 nexa ottoNd EspiranTo
"CS:GO World ranking on June 24th, 2019",#17,Heroic(104 points),friberg es3tag NaToSaphiX stavn blameF
"CS:GO World ranking on June 24th, 2019",#18,OpTic(102 points),MSL k0nfig niko refrezh TeSeS
"CS:GO World ranking on June 24th, 2019",#19,Windigo(96 points),bubble v1c7oR blocker SHiPZ poizon
"CS:GO World ranking on June 24th, 2019",#20,AVANGAR(92 points),SANJI buster Qikert Jame
"CS:GO World ranking on June 24th, 2019",#21,Grayhound(90 points),Sico dexter erkaSt malta DickStacy
"CS:GO World ranking on June 24th, 2019",#22,Ancient(79 points),draken disco doplan freddieb RuStY grux
"CS:GO World ranking on June 24th, 2019",#23,GamerLegion(72 points),Ex6TenZ ScreaM HS hampus nawwk
"CS:GO World ranking on June 24th, 2019",#24,Complexity(69 points),ShahZaM dephh Rickeh SicK oBo
"CS:GO World ranking on June 24th, 2019",#25,Sprout(69 points),syrsoN Spiidi mirbit k1to faveN
"CS:GO World ranking on June 24th, 2019",#26,Cloud9(68 points),cajunb RUSH autimatic vice Golden
"CS:GO World ranking on June 24th, 2019",#27,Tricked(65 points),HUNDEN Bubzkji b0RUP acoR sjuush
"CS:GO World ranking on June 24th, 2019",#28,HellRaisers(65 points),ANGE1 oskar loWel ISSAA nukkye
"CS:GO World ranking on June 24th, 2019",#29,Aristocracy(60 points),TaZ MINISE rallen mouz dycha
"CS:GO World ranking on June 24th, 2019",#30,BIG(56 points),gob b tabseN tiziaN denis XANTARES
"CS:GO World ranking on May 27th, 2019",#1,Astralis(887 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on May 27th, 2019",#2,Liquid(799 points),nitr0 NAF EliGE Stewie2K Twistzz
"CS:GO World ranking on May 27th, 2019",#3,ENCE(603 points),allu Aerial xseveN Aleksib sergej
"CS:GO World ranking on May 27th, 2019",#4,Natus Vincere(507 points),Edward Zeus flamie s1mple electronic
"CS:GO World ranking on May 27th, 2019",#5,Vitality(441 points),NBK- RpK apEX ALEX ZywOo
"CS:GO World ranking on May 27th, 2019",#6,MIBR(394 points),FalleN fer coldzera TACO felps
"CS:GO World ranking on May 27th, 2019",#7,fnatic(379 points),Xizt JW twist KRIMZ Brollan
"CS:GO World ranking on May 27th, 2019",#8,NIP(368 points),f0rest GeT_RiGhT dennis Lekr0 REZ
"CS:GO World ranking on May 27th, 2019",#9,FaZe(342 points),NEO olofmeister GuardiaN NiKo rain
"CS:GO World ranking on May 27th, 2019",#10,NRG(340 points),daps tarik Brehze Ethan CeRq
"CS:GO World ranking on May 27th, 2019",#11,Renegades(227 points),jks AZR jkaem Gratisfaction Liazz
"CS:GO World ranking on May 27th, 2019",#12,MOUZ(220 points),karrigan chrisJ woxic frozen ropz
"CS:GO World ranking on May 27th, 2019",#13,North(187 points),aizy Kjaerbye JUGi gade valde
"CS:GO World ranking on May 27th, 2019",#14,AVANGAR(186 points),fitch SANJI buster Qikert Jame
"CS:GO World ranking on May 27th, 2019",#15,G2(130 points),JaCkz shox kennyS AmaNEk Lucky
"CS:GO World ranking on May 27th, 2019",#16,Valiance(129 points),huNter- LETN1 nexa ottoNd EspiranTo
"CS:GO World ranking on May 27th, 2019",#17,Grayhound(121 points),Sico dexter erkaSt malta DickStacy
"CS:GO World ranking on May 27th, 2019",#18,OpTic(107 points),Snappi MSL k0nfig niko refrezh
"CS:GO World ranking on May 27th, 2019",#19,FURIA(105 points),arT yuurih VINI KSCERATO ableJ
"CS:GO World ranking on May 27th, 2019",#20,Ghost(104 points),steel freakazoid koosta WARDELL neptune
"CS:GO World ranking on May 27th, 2019",#21,Windigo(100 points),bubble v1c7oR blocker SHiPZ poizon
"CS:GO World ranking on May 27th, 2019",#22,BIG(96 points),gob b tabseN tiziaN denis XANTARES
"CS:GO World ranking on May 27th, 2019",#23,Heroic(86 points),friberg es3tag NaToSaphiX stavn blameF
"CS:GO World ranking on May 27th, 2019",#24,HellRaisers(82 points),ANGE1 oskar loWel ISSAA nukkye
"CS:GO World ranking on May 27th, 2019",#25,Cloud9(76 points),cajunb RUSH autimatic vice Golden
"CS:GO World ranking on May 27th, 2019",#26,MVP PK(70 points),zeff XigN HSK xeta stax
"CS:GO World ranking on May 27th, 2019",#27,AGO(66 points),SZPERO Furlan GruBy phr kaper
"CS:GO World ranking on May 27th, 2019",#28,Tricked(63 points),HUNDEN Bubzkji b0RUP acoR sjuush
"CS:GO World ranking on May 27th, 2019",#29,Complexity(61 points),ShahZaM dephh stanislaw Rickeh SicK
"CS:GO World ranking on May 27th, 2019",#30,Spirit(61 points),chopper S0tF1k COLDYY1 sdy iDISBALANCE
"CS:GO World ranking on April 29th, 2019",#1,Astralis(1000 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on April 29th, 2019",#2,Liquid(614 points),nitr0 NAF EliGE Stewie2K Twistzz
"CS:GO World ranking on April 29th, 2019",#3,Natus Vincere(556 points),Edward Zeus flamie s1mple electronic
"CS:GO World ranking on April 29th, 2019",#4,FaZe(474 points),AdreN olofmeister GuardiaN NiKo rain
"CS:GO World ranking on April 29th, 2019",#5,ENCE(412 points),allu Aerial xseveN Aleksib sergej
"CS:GO World ranking on April 29th, 2019",#6,Renegades(303 points),jks AZR jkaem Gratisfaction Liazz
"CS:GO World ranking on April 29th, 2019",#7,MIBR(296 points),FalleN fer coldzera TACO felps
"CS:GO World ranking on April 29th, 2019",#8,NIP(283 points),f0rest GeT_RiGhT dennis Lekr0 REZ
"CS:GO World ranking on April 29th, 2019",#9,Vitality(273 points),NBK- RpK apEX ALEX ZywOo
"CS:GO World ranking on April 29th, 2019",#10,fnatic(253 points),Xizt JW twist KRIMZ Brollan
"CS:GO World ranking on April 29th, 2019",#11,NRG(246 points),daps tarik Brehze Ethan CeRq
"CS:GO World ranking on April 29th, 2019",#12,North(204 points),cadiaN aizy Kjaerbye gade valde
